locus tag	gene name	function	log2FC	logCPM	PValue	q.value
SL1344_3026	yqfB	conserved hypothetical protein	-0.572	4.171	0.127	0.543
SL1344_3027	bglA	6-phospho-beta-glucosidase	-0.022	6.461	0.918	1.000
SL1344_3028	SL1344_3028	hypothetical protein	-0.021	8.681	0.858	1.000
SL1344_3029	gcvP	Glycine dehydrogenase [decarboxylating]	-0.118	7.064	0.392	0.823
SL1344_3030	gcvH	Glycine cleavage system H protein. Probable glycine cleavage system H protein.	0.498	4.812	0.077	0.418
SL1344_3031	gcvT	Aminomethyltransferase	0.065	5.948	0.748	0.978
SL1344_3032	visC	possible monooxygenase	-1.110	4.258	0.003	0.038
SL1344_3033	ubiH	2-octaprenyl-6-methoxyphenol hydroxylase	0.500	3.880	0.187	0.638
SL1344_3034	pepP	proline aminopeptidase II	-1.684	1.424	0.307	0.758
SL1344_3035	ygfB	conserved hypothetical protein	0.041	3.469	1.000	1.000
SL1344_3037	ygfA	conserved hypothetical protein	-0.372	4.296	0.251	0.700
SL1344_3038	serA	D-3-phosphoglycerate dehydrogenase	-0.024	6.468	0.943	1.000
SL1344_3040	iciA	chromosome intitiation inhibitor	0.155	5.189	0.614	0.947
SL1344_3041	yggE	conserved hypothetical protein	0.233	4.981	0.393	0.823
SL1344_3042	yggA	possible membrane transport protein	-0.053	5.160	0.917	1.000
SL1344_3043	yggB	hypothetical membrane protein	-0.085	8.763	0.481	0.874
SL1344_3044	fba	fructose 1,6-bisphosphate aldolase	0.238	3.613	0.685	0.966
SL1344_3046	epd	D-erythrose 4-phosphate dehydrogenase	0.624	3.722	0.268	0.711
SL1344_3047	SL1344_3047	conserved hypothetical protein	0.003	4.339	1.000	1.000
SL1344_3048	SL1344_3048	hypothetical membrane protein	0.617	2.708	0.400	0.827
SL1344_3049	SL1344_3049	hypothetical membrane protein	0.161	5.403	0.473	0.867
SL1344_3050	SL1344_3050	possible ABC-transport protein, ATP-binding component	0.156	4.662	0.633	0.954
SL1344_3051	SL1344_3051	possible ABC-transport protein, ATP-binding component	0.241	5.947	0.177	0.624
SL1344_3052	tktA	transketolase	0.472	3.992	0.215	0.673
SL1344_3053	yggG	conserved hypothetical protein	0.553	4.848	0.053	0.338
SL1344_3054	speB	Agmatinase	0.275	4.771	0.339	0.790
SL1344_3055	SL1344_3055	hypothetical hydrolase	0.173	6.864	0.227	0.680
SL1344_3056	SL1344_3056	conserved hypothetical protein	0.290	6.339	0.079	0.423
SL1344_3057	SL1344_3057	hypothetical oxidoreductase	0.035	7.996	0.782	0.990
SL1344_3058	SL1344_3058	zinc binding dehydrogenase	-0.166	6.902	0.266	0.709
SL1344_3059	SL1344_3059	hypothetical oxidoreductase	0.252	6.797	0.114	0.521
SL1344_3060	SL1344_3060	hypothetical GntR-family regulatory protein	-0.186	6.586	0.303	0.755
SL1344_3061	SL1344_3061	hypothetical outer membrane lipoprotein	-0.041	7.870	0.764	0.985
SL1344_3062	speA	Biosynthetic arginine decarboxylase	-0.235	7.263	0.125	0.541
SL1344_3066	galP	galactose-proton symport (galactose transporter)	0.131	6.276	0.427	0.841
SL1344_3067	sprT	conserved hypothetical protein	0.108	5.266	0.639	0.956
SL1344_3068	endA	endonuclease I	-0.128	5.651	0.512	0.893
SL1344_3069	yggJ	conserved hypothetical protein	-0.085	6.145	0.629	0.954
SL1344_3070	gshB	Glutathione synthetase	0.025	3.864	1.000	1.000
SL1344_3071	yqgE	conserved hypothetical protein	1.213	2.814	0.053	0.338
SL1344_3072	yqgF	Putative Holliday junction resolvase	0.609	2.707	0.420	0.839
SL1344_3073	SL1344_3073	kdgR-family global regulatory protein	0.099	6.436	0.531	0.902
SL1344_3074	pilT	Type II secretion, ATP-binding, protein	0.264	5.463	0.295	0.749
SL1344_3075	yggS	conserved hypothetical protein	1.938	2.329	0.036	0.269
SL1344_3076	yggT	integral membrane protein	-0.529	5.135	0.103	0.491
SL1344_3077	yggU	conserved hypothetical protein	0.001	1.815	1.000	1.000
SL1344_3078	yggV	HAM1 protein homolog.	-0.420	5.009	0.143	0.562
SL1344_3079	yggW	possible oxygen-independent coproporphyrinogen III oxidase	-0.082	5.743	0.702	0.970
SL1344_3080	yggM	conserved hypothetical protein	-0.085	5.881	0.700	0.970
SL1344_3081	ansB	L-asparaginase	0.146	6.246	0.399	0.826
SL1344_3082	yggN	hypothetical protein	-0.073	5.823	0.741	0.976
SL1344_3083	yggL	conserved hypothetical protein	-0.158	5.232	0.528	0.902
SL1344_3084	trmB	conserved hypothetical protein	0.144	6.156	0.422	0.840
SL1344_3085	mutY	A/G-specific adenine glycosylase	-0.521	4.575	0.124	0.538
SL1344_3087	mltC	membrane-bound lytic murein transglycosylase C	0.249	6.798	0.129	0.544
SL1344_3088	nupG	nucleoside permease nupg (nucleoside-transport system protein)	-0.063	6.291	0.750	0.980
SL1344_3089	speC	ornithine decarboxylase, constitutive (ec 4.1.1.17)	-0.142	6.486	0.392	0.822
SL1344_3090	yqgA	hypothetical membrane protein	0.140	6.251	0.438	0.849
SL1344_3091	SL1344_3091	conserved hypothetical protein	0.287	7.576	0.030	0.235
SL1344_3092	SL1344_3092	hypothetical hydrolase	0.214	9.559	0.059	0.356
SL1344_3093	SL1344_3093	conserved hypothetical protein	0.008	7.158	0.979	1.000
SL1344_3094	SL1344_3094	possible citrate lyase	0.050	7.544	0.730	0.975
SL1344_3095	SL1344_3095	hypothetical LysR-family transcriptional regulator	0.145	6.549	0.349	0.796
SL1344_3096	SL1344_3096	arylsulfatase	0.243	7.863	0.054	0.340
SL1344_3097	SL1344_3097	arylsulfatase regulator	0.217	8.046	0.076	0.418
SL1344_3098	SL1344_3098	LysR-family transcriptional regulator	0.026	7.786	0.846	1.000
SL1344_3099	SL1344_3099	hypothetical protein	0.085	8.013	0.507	0.890
SL1344_3100	SL1344_3100	possible amino acid transport protein	-0.064	7.851	0.644	0.957
SL1344_3101	SL1344_3101	conserved hypothetical protein	-0.104	5.918	0.607	0.945
SL1344_3102	ordL	hypothetical oxidoreductase	0.195	7.742	0.164	0.597
SL1344_3103	SL1344_3103	possible aldehyde dehydrogenase	0.254	6.774	0.076	0.417
SL1344_3104	iraD	conserved hypothetical protein	0.022	3.764	1.000	1.000
SL1344_3105	SL1344_3105	conserved hypothetical protein	-0.141	6.636	0.429	0.843
SL1344_3106	SL1344_3106	conserved hypothetical protein	0.081	9.025	0.484	0.878
SL1344_3107	SL1344_3107	possible hydrolase	0.079	8.390	0.522	0.900
SL1344_3108	exuT	hexuronate transporter	0.005	6.724	0.974	1.000
SL1344_3109	uxuA	D-mannonate hydrolase	0.065	7.557	0.674	0.963
SL1344_3110	uxuB	D-mannonate oxidoreductase	-0.314	6.495	0.060	0.360
SL1344_3111	uxaC	Uronate isomerase	-0.013	8.036	0.941	1.000
SL1344_3112	SL1344_3112	hypothetical protein	-0.155	9.151	0.172	0.615
SL1344_3113	gsp	glutathionylspermidine synthetase/amidase	0.070	7.637	0.622	0.951
SL1344_3114	yghU	possible transferase	0.333	4.269	0.357	0.801
SL1344_3115	SL1344_3115	hypothetical protein	-0.027	3.590	1.000	1.000
SL1344_3116	SL1344_3116	possible ABC-transport protein, periplasmic-binding component	0.052	6.050	0.780	0.990
SL1344_3117	hybG	hydrogenase-2 component protein	0.051	4.739	0.898	1.000
SL1344_3118	hybF	hydrogenase-2 component protein	-0.362	4.781	0.290	0.742
SL1344_3119	hybE	hydrogenase-2 component protein	-0.327	4.081	0.440	0.849
SL1344_3120	hybD	hydrogenase-2 component protein	-0.470	4.533	0.189	0.639
SL1344_3121	hybC	hydrogenase-2 large subunit	0.067	6.245	0.731	0.975
SL1344_3122	hybB	probable hydrogenase-2 cytochrome b subunit	-0.088	6.361	0.600	0.942
SL1344_3123	hybA	hydrogenase-2 small subunit	0.000	5.812	1.000	1.000
SL1344_3124	hypO	hydrogenase-2 small chain protein	0.243	5.776	0.215	0.673
SL1344_3125	yghW	conserved hypothetical protein	-0.452	4.232	0.195	0.647
SL1344_3126	SL1344_3126	methyl-accepting chemotaxis protein	0.078	7.380	0.604	0.944
SL1344_3127	yqhA	hypothetical membrane protein	-0.076	7.712	0.608	0.945
SL1344_3128	SL1344_3128	exported protein	0.234	7.655	0.127	0.543
SL1344_3129	SL1344_3129	hypothetical protein	-0.084	5.701	0.692	0.969
SL1344_3130	SL1344_3130	hypothetical protein	0.426	6.240	0.025	0.208
SL1344_3131	yghA	possible oxidoreductase	0.207	5.717	0.349	0.796
SL1344_3132	exbD	biopolymer transport ExbD protein	0.562	2.466	0.620	0.949
SL1344_3133	exbB	biopolymer transport ExbB protein	0.046	3.629	0.929	1.000
SL1344_3135	metC	beta-cystathionase	-0.078	5.597	0.799	0.996
SL1344_3136	yghB	DedA-family integral membrane protein	-0.392	5.714	0.050	0.327
SL1344_3137	yqhC	probable AraC-family trancriptional regulatory protein	-0.059	5.824	0.774	0.989
SL1344_3138	yqhD	probable alcohol dehydrogenase	0.192	4.877	0.579	0.932
SL1344_3139	dkgA	2,5-diketo-D-gluconic acid reductase A	0.012	5.743	1.000	1.000
SL1344_3140	SL1344_3140	possible membrane transport protein	0.043	7.128	0.765	0.985
SL1344_3141	SL1344_3141	conserved hypothetical protein	-0.165	6.734	0.253	0.701
SL1344_3142	ygiR	conserved hypothetical protein	-0.045	7.596	0.787	0.991
SL1344_3143	SL1344_3143	hypothetical membrane transport protein (periplasmic component)	0.173	6.658	0.266	0.709
SL1344_3144	SL1344_3144	possible membrane transport protein	-0.026	8.366	0.831	1.000
SL1344_3145	ygiK	decarboxylate transporter	0.138	8.830	0.253	0.701
SL1344_3146	sufI	SufI protein	-0.184	5.519	0.449	0.855
SL1344_3147	plsC	1-acyl-glycerol-3-phosphate acyltransferase	0.127	3.038	0.891	1.000
SL1344_3149	SL1344_3149	possible AraC-family transcriptional regulator	-0.068	5.134	0.874	1.000
SL1344_3150	ygiW	possible exported protein	0.087	5.880	0.719	0.975
SL1344_3151	ygiX	probable two-component system response regulator.	-0.102	5.685	0.626	0.952
SL1344_3152	ygiY	probable two-component system sensor histidine kinase	0.161	5.320	0.501	0.889
SL1344_3153	mdaB	hypothetical oxidoreductase	0.010	5.242	1.000	1.000
SL1344_3154	ygiN	conserved hypothetical protein	-0.103	2.946	1.000	1.000
SL1344_3156	yqiA	conserved hypothetical protein	-0.040	5.311	0.955	1.000
SL1344_3157	cpdA	cyclic 3',5'-adenosine monophosphate phosphodiesterase	1.234	6.769	0.000	0.000
SL1344_3158	yqiB	conserved hypothetical protein	0.663	4.022	0.085	0.438
SL1344_3159	nudF	conserved hypothetical protein	0.007	5.879	1.000	1.000
SL1344_3160	tolC	outer membrane protein TolC precursor	0.487	7.348	0.003	0.034
SL1344_3161	ygiB	possible lipoprotein	-0.015	5.329	1.000	1.000
SL1344_3162	ygiC	conserved hypothetical protein	0.076	6.989	0.596	0.940
SL1344_3163	ygiD	conserved hypothetical protein	-0.102	4.942	0.722	0.975
SL1344_3164	ygiE	hypothetical membrane protein	-0.101	5.900	0.665	0.963
SL1344_3165	assT	probable arylsulfate sulfotransferase	0.070	9.257	0.552	0.914
SL1344_3166	SL1344_3166	disulfide isomerase	0.001	6.708	1.000	1.000
SL1344_3167	SL1344_3167	disulfide oxidoreductase	0.027	7.530	0.840	1.000
SL1344_3169	yqiC	conserved hypothetical protein	-1.067	2.594	0.139	0.557
SL1344_3170	glgS	glycogen synthesis protein GlgS	-0.104	5.415	0.721	0.975
SL1344_3171	SL1344_3171	hypothetical membrane protein	0.159	6.050	0.391	0.822
SL1344_3172	yqiK	hypothetical exported protein	0.305	5.729	0.118	0.524
SL1344_3172A	ibsC	conserved sORF	1.241	2.177	0.147	0.568
SL1344_3173	rfaE	ADP-heptose synthase	-3.502	1.817	0.003	0.038
SL1344_3174	glnE	adenyl-transferase	-0.358	7.572	0.006	0.065
SL1344_3175	ygiF	conserved hypothetical protein	0.587	3.797	0.175	0.619
SL1344_3176	ygiM	hypothetical signal transduction protein	0.297	5.131	0.263	0.708
SL1344_3178	bacA	bacitracin resistance protein (hypothetical undecaprenol kinase)	-0.007	5.994	1.000	1.000
SL1344_3180	ygiH	hypothetical membrane protein	0.138	3.401	0.813	1.000
SL1344_3182	gcp	possible glycoprotease	1.179	1.008	0.632	0.954
SL1344_3186	mug	G/U mismatch-specific DNA glycosylase	-0.012	5.020	1.000	1.000
SL1344_3187	yqjH	conserved hypothetical protein	0.152	5.602	0.474	0.867
SL1344_3188	yqjI	conserved hypothetical protein	-0.091	5.872	0.634	0.955
SL1344_3189	SL1344_3189	methyl-accepting chemotaxis protein II	0.066	7.959	0.651	0.960
SL1344_3190	aer	aerotaxis receptor protein	0.201	7.147	0.128	0.543
SL1344_3191	oat	probable aminotransferase	0.042	6.415	0.831	1.000
SL1344_3192	fadH	2,4-dienoyl-CoA reductase [NADPH] (ec 1.3.1.34) (2,4-dienoyl coenzyme A reductase)	0.275	5.903	0.174	0.618
SL1344_3193	ygjO	conserved hypothetical protein	-0.196	4.557	0.580	0.932
SL1344_3194	ygjP	conserved hypothetical protein	0.133	4.827	0.699	0.970
SL1344_3195	ygjQ	conserved hypothetical protein	0.106	6.155	0.597	0.941
SL1344_3196	ygjR	possible oxidoreductase	-0.114	6.143	0.513	0.893
SL1344_3197	ygjT	possible drug efflux protein	0.111	6.656	0.494	0.882
SL1344_3198	ygjU	probable membrane transport protein	0.152	6.676	0.296	0.750
SL1344_3199	yqjA	hypothetical membrane protein	0.153	3.651	0.743	0.976
SL1344_3200	yqjB	hypothetical exported protein	-0.193	4.597	0.527	0.902
SL1344_3201	yqjC	hypothetical exported protein	0.110	4.379	0.814	1.000
SL1344_3202	yqjE	hypothetical membrane protein	0.065	5.128	0.869	1.000
SL1344_3203	yqjK	conserved hypothetical protein	0.344	3.991	0.350	0.796
SL1344_3204	yqjF	hypothetical membrane protein	-1.098	2.819	0.062	0.368
SL1344_3205	yqjG	conserved hypothetical protein	-0.086	6.134	0.692	0.969
SL1344_3206	yhaH	hypothetical membrane protein	-0.267	6.143	0.118	0.524
SL1344_3207	yhaJ	possible LysR-family transcriptional regulator	0.050	5.765	0.846	1.000
SL1344_3208	yhaK	conserved hypothetical protein	-0.077	5.582	0.775	0.990
SL1344_3209	yhaL	conserved hypothetical protein	-0.083	4.424	0.880	1.000
SL1344_3210	yhaN	conserved hypothetical protein	0.174	6.698	0.241	0.691
SL1344_3211	yhaO	hypothetical membrane transport protein	0.310	8.150	0.020	0.174
SL1344_3212	tdcG	L-serine dehydratase	-0.020	5.506	1.000	1.000
SL1344_3213	tdcE	probable formate acetyltransferase	0.279	8.221	0.022	0.186
SL1344_3214	tdcD	propionate kinase	0.100	7.915	0.422	0.840
SL1344_3215	tdcC	threonine/serine transporter	0.005	7.939	0.974	1.000
SL1344_3216	tdcB	catabolic threonine dehydratase	0.095	8.154	0.454	0.858
SL1344_3217	tdcA	TDC operon transcriptional activator	0.234	8.661	0.043	0.296
SL1344_3220	garK	conserved hypothetical protein	-0.131	5.430	0.575	0.931
SL1344_3221	garRb	2-hydroxy-3-oxopropionate reductase	0.133	5.913	0.591	0.937
SL1344_3222	garL	5-keto-4-deoxy-D-glucarate aldolase	-0.105	6.259	0.551	0.914
SL1344_3223	garD	D-galactarate dehydratase	-0.070	8.004	0.591	0.937
SL1344_3224	SL1344_3224	probable carbohydrate kinase	0.027	6.409	0.942	1.000
SL1344_3225	agaR	hypothetical transcriptional repressor	-0.022	5.989	0.927	1.000
SL1344_3226	gatY	tagatose-bisphosphate aldolase	0.128	7.288	0.358	0.801
SL1344_3227	SL1344_3227	hypothetical fructose-1-phosphate kinase	-0.032	7.807	0.808	0.998
SL1344_3228	SL1344_3228	PTS system fructose-specific EIIbc component	0.110	8.102	0.399	0.826
SL1344_3229	SL1344_3229	PTS-transport family phosphoryl transfer protein	-0.158	6.009	0.376	0.810
SL1344_3230	SL1344_3230	hypothetical sugar kinase	0.019	7.086	0.912	1.000
SL1344_3231	gatA	PTS system, galactitol-specific IIA component	-0.241	5.516	0.270	0.714
SL1344_3232	gatB	PTS system, galactitol-specific IIB component	0.090	5.097	0.760	0.985
SL1344_3233	gatC	PTS system, galactitol-specific IIC component	-0.189	6.113	0.281	0.730
SL1344_3234	gatD	galactitol-1-phosphate dehydrogenase	0.238	6.524	0.156	0.585
SL1344_3235	gatR	galactitol utilization operon repressor	0.064	6.082	0.765	0.985
SL1344_3236	yraL	conserved hypothetical protein	-0.271	5.761	0.226	0.678
SL1344_3237	yraM	possible exported protein	0.110	7.363	0.465	0.861
SL1344_3238	yraN	conserved hypothetical protein	-0.086	4.623	0.824	1.000
SL1344_3239	yraO	probable phosphoheptose isomerase	-0.205	3.993	0.660	0.962
SL1344_3240	yraP	hypothetical protein	-0.475	4.814	0.176	0.622
SL1344_3241	yraR	conserved hypothetical protein	0.175	5.355	0.516	0.895
SL1344_3242	yhbO	conserved hypothetical protein	-0.329	5.745	0.135	0.549
SL1344_3243	yhbP	conserved hypothetical protein	-0.205	3.125	0.908	1.000
SL1344_3244	yhbQ	conserved hypothetical protein	-0.859	1.815	0.419	0.839
SL1344_3245	yhbS	hypothetical acetyltransferase	0.546	4.852	0.054	0.340
SL1344_3246	yhbT	conserved hypothetical protein	0.011	3.934	1.000	1.000
SL1344_3247	yhbU	hypothetical protease	0.025	6.862	0.889	1.000
SL1344_3248	yhbV	conserved hypothetical protein	0.075	6.567	0.625	0.952
SL1344_3249	yhbW	possible monooxygenase	0.008	5.795	1.000	1.000
SL1344_3250	SL1344_3250	hypothetical membrane protein	-0.223	6.786	0.119	0.526
SL1344_3251	SL1344_3251	hypothetical conserved hypothetical protein	0.112	7.202	0.384	0.817
SL1344_3252	mtr	probable amino acid permease	0.163	6.224	0.363	0.803
SL1344_3253	deaD	ATP-dependent RNA helicase (dead-box protein)	0.730	5.138	0.004	0.053
SL1344_3253A	yrbN	conserved sORF	1.394	2.280	0.105	0.495
SL1344_3254	nlpI	conserved hypothetical protein	-0.067	5.545	0.750	0.981
SL1344_3255	pnp	polynucleotide phosphorylase	0.095	4.487	0.819	1.000
SL1344_3256	rpsO	30S ribosomal subunit protein S15	-3.280	0.746	0.505	0.889
SL1344_3257	truB	tRNA pseudouridine 55 synthase (psi55 synthase) (p35 protein)	-0.125	5.639	0.534	0.902
SL1344_3259	infB	protein chain initiation factor 2	-1.343	1.816	0.293	0.748
SL1344_3262	argG	argininosuccinate synthetase	-0.125	6.323	0.505	0.889
SL1344_3263	SL1344_3263	conserved hypothetical protein	-0.056	5.856	0.770	0.988
SL1344_3266	folP	dihydropteroate synthase	-0.044	5.585	0.859	1.000
SL1344_3270	yhbY	conserved hypothetical protein	-0.120	3.691	0.839	1.000
SL1344_3271	greA	transcription elongation factor	0.636	4.338	0.057	0.351
SL1344_3272	dacB	Penicillin-binding protein (D-alanyl-D-alanine carboxypeptidase)	0.021	6.342	0.938	1.000
SL1344_3273	obgE	probable GTP-binding protein	-0.387	4.975	0.133	0.546
SL1344_3274	yhbE	hypothetical membrane protein	0.048	5.059	0.881	1.000
SL1344_3278	nlp	Ner-like regulatory protein	2.516	1.509	0.080	0.428
SL1344_3281	yrbB	possible anti-sigma factor antagonist	-0.010	6.491	0.950	1.000
SL1344_3282	yrbC	possible exported protein	-0.135	5.246	0.655	0.960
SL1344_3283	yrbD	possible exported protein	-0.125	5.342	0.667	0.963
SL1344_3284	yrbE	hypothetical membrane protein	-0.245	6.713	0.131	0.546
SL1344_3285	yrbF	possible ABC-transport protein, ATP-binding component	-0.042	6.778	0.784	0.990
SL1344_3286	yrbG	hypothetical membrane protein	-0.082	6.234	0.625	0.952
SL1344_3287	yrbH	conserved hypothetical protein	-0.237	4.579	0.529	0.902
SL1344_3288	yrbI	conserved hypothetical protein	-0.785	3.151	0.159	0.590
SL1344_3292	rpoN	RNA polymerase sigma-54 factor (sigma-N)	-0.216	1.423	1.000	1.000
SL1344_3293	yhbH	probable sigma(54) modulation protein	0.166	4.270	0.685	0.966
SL1344_3294	ptsN	nitrogen regulatory IIA protein	-2.441	2.637	0.000	0.005
SL1344_3295	yhbJ	conserved hypothetical protein	-0.932	4.683	0.002	0.033
SL1344_3296	ptsO	phosphocarrier protein (nitrogen related hpr)	0.603	3.422	0.224	0.676
SL1344_3297	yrbL	conserved hypothetical protein	-0.196	5.928	0.388	0.820
SL1344_3298	mtgA	monofunctional biosynthetic peptidoglycan transglycosylase	-0.110	6.139	0.596	0.940
SL1344_3299	yhbL	conserved hypothetical protein	0.129	5.774	0.531	0.902
SL1344_3300	arcB	aerobic respiration control sensor protein	0.636	6.264	0.002	0.024
SL1344_3301	yhcC	conserved hypothetical protein	0.219	6.389	0.258	0.704
SL1344_3302	gltB	glutamate synthase [NADPH] large chain precursor	0.180	8.404	0.133	0.546
SL1344_3303	gltD	glutamate synthase (NADPH) small chain	-0.021	6.522	0.913	1.000
SL1344_3304	yhcG	conserved hypothetical protein	0.222	5.617	0.298	0.752
SL1344_3305	codB	cytosine permease	0.127	6.410	0.427	0.841
SL1344_3306	codA	cytosine deaminase	0.151	6.245	0.451	0.857
SL1344_3307	yhcH	conserved hypothetical protein	0.318	4.697	0.335	0.789
SL1344_3308	nanK	possible kinase	0.126	6.698	0.452	0.857
SL1344_3309	nanE	hypothetical N-acetylmannosamine-6-phosphate 2-epimerase 2 (ec 5.1.3.9) (mannac-6-p epimerase 2)	-0.106	5.500	0.653	0.960
SL1344_3310	nanT	hypothetical sialic acid transporter	0.094	7.194	0.485	0.878
SL1344_3311	nanA	N-acetylneuraminate lyase	0.902	3.529	0.045	0.309
